input,output,field,paper_name
在法学界探讨转型期法治建设的过程中，主要难题在于难以识别转型期内法治的具体特征及其规律。因此，亟需通过具体组织场域的实证资料来支持研究，遵循“从具体现象中推导出普遍原理”的研究范式，并采用“微观而又宏观”相结合的研究策略，以揭示转型期中国法治建设的现状、问题及规律。本章内容聚焦于“量化法治”阶段，具体通过个案检验法治建设的程度化与类型化，旨在解答“法治政府与法治社会的实际发展水平如何”这一核心问题。以中国G省作为研究对象，收集相关实证资料，综合运用主观评价与客观评价的方法，并结合定量分析与定性分析，对中国的法治政府建设水平与法治社会建设水平进行全面的实证分析与比较。,"法学界讨论转型期的法治建设时,""最大的难题在于难以找到转型期法治的特点和规律""1。由此必须提供具体组织场域的实证或经验素材进行实证分析，遵循""在具体现象中提炼出认识现象""的研究范式，从""微观却又是整体""的研究进路来实现探寻转型期中国法治建设的现状、问题与规律。本章内容是""量化法治""阶段对法治建设程度化和类型化的个案检验，回答""法治政府和法治社会的建设水平实际是什么样""的问题。将中国 G 省作为具体组织场域收集实证或经验素材，通过主观评价与客观评价互补互证、定量与定性相结合的研究方法，实证分析和比较中国法治政府建设水平与法治社会建设水平。",法学,Comparative Study of Legal Government and Society
（1）临床情境与专业判断：本研究采用经汉化和/或文化适应的中文版 Pieper-Zulkowski 压力性损伤知识问卷（PZ-PUKT）、压疮预防态度问卷（APuP）及护士预防医疗装置相关压伤认知量表作为评估工具。通过问卷调查法，我们旨在评估重症监护病房（ICU）护士关于压力性损伤及多重耐药菌相关压力性损伤（MDRPI）的知识水平及态度。同时，采用焦点小组访谈法，以深入了解我国医疗机构在重症患者 MDRPI 预防与管理方面的现状。,(1)临床情境与专业判断:采用经汉化和/或文化调试后的中文版 Pieper-Zulkowski 压力性损伤知识问卷(PZ-PUKT)、压疮预防态度问卷(APuP)和护士预防医疗装置压伤认知量表作为研究工具，通过问卷调查法，测评 ICU 护士压力性损伤和 MDRPI 的知识与态度水平;通过焦点小组访谈法，了解我国医疗机构重症患者 MDRPI 的预防与管理现况。,医学,Pressure Injury Prevention in Critical Care
现场工作的情景如图5.7所示。所得图像分别见图5.8a（饱和度为0.84）和图5.8b（饱和度为0.56）。为了便于阐述最基本的现象与规律，图5.8a和图5.8b所反应的具体信息以较为理想化的形式绘制于图5.9a和5.9b中。根据图5.8a，相较于初始的饱和状态，非饱和状态下土体内部会出现大量的气-液交界面以及弯月形水膜。基质吸力正是通过这些界面和水膜来增强土体的强度。将图5.8a与图5.8b对比可知（同样可参考图5.9a和5.9b），随着含水量的进一步减少（基质吸力增大），气-液交界面的数量有所增加，但弯月形水膜的数量显著下降，这意味着基质吸力用以增强土体强度的介质可见减少，对其宏观力学性能的贡献甚至低于基质吸力较低时的情况。产生该现象的根本原因在于，与其它类型的土体相比，砂性土体由于颗粒较大且孔隙较大，一旦进入非饱和状态，水分将顺畅排出，难以形成大量弯月形水膜。相比之下，粘性土体具有巨大的比表面积以及大量细小颗粒，其内的气-液交界面和弯月形水膜，总体而言，会随着含水量的降低而逐渐增多。,"现场工作情形见图 5.7 所示。所得图像如图 5.8a(0.84 饱和度)、5.8b(0.56 饱和度)所示，为便于阐述最基本的规律、现象，将两图所体现的具体信息以较为理想化草图的形式绘于图 5.9a、5.9b 中。由图 5.8a 可知，相比于最初的饱和状态，非饱和状态时的土体内部会产生很多自由水体气-液交界面和弯月形水膜，基质吸力就是通过这些状态的水体来增强土体强度的。但将图 5.8a 与图 5.86 进行对比 [同样地，可参见图 5.9a 与 5.9b],发现含水量再次减小时(基质吸力更大),土体内的自由水体气-液交界面会有所增加，但弯月形水膜却大幅度减少，总体来看, 较大基质吸力赖以增强土体强度的介质是变少了，于是对土体宏观力学强度所做的贡献，甚至还没有基质吸力较小时所做的多。产生这种现象的主要原因在于, 与其它类别土体相比，砂性土体颗粒较大，颗粒之间的孔隙也较大，土体一旦进入非饱和状态，其所含水分会较为顺畅的排出，难以形成数目众多的弯月形水膜。 而粘性土体由于具有巨大的表面积和数目众多的细小土体颗粒，其内的气-液交界面和弯月形水膜，在大体上，总是随着含水量降低而逐渐增长的。",工学,非饱和土孔隙水作用机理及其在边坡稳定分析中的应用研究
导致技术设备落后的主要风险因素包括政策与法律的变动以及决策失误。政策与法律的变动主要体现在随着技术标准的提升，原有的技术设备可能无法达到新的要求。例如，污水处理厂对处理水质的新要求可能使得其现有的技术设备显得落后。决策失误则具体表现为，项目在初始规划阶段未能充分考虑到PPP项目所具有的长期特性，从而选择了相对过时的技术解决方案，这在项目运行到一定阶段后会逐渐暴露其技术上的不足。,导致技术设备落后的风险源主要有政策和法律变化、决策失误等。政策和法律变化指的是因技术要求提高而导致技术设备达不到要求，例如污水处理厂对于污水处理水平的要求提高可能会导致项目技术设备相对落后;决策失误的指的是项目建设之初未考虑到 PPP 项目的长期性，而采用相对落后的技术设备，在项目运营一定时间后凸显出技术设备的落后。,工学,PPP项目残值风险因素影响下的系统脆弱性研究
根据上述分析，可以明确石英砂作为床料时具有最低的适用温度范围，刚玉位居其次，而工业锅炉灰渣则拥有最高的适用温度范围。假设以25%液渣量对应之温度作为运行温度的上限，那么若选择石英砂作为TMc循环流化床的气化床料，其气化运行的温度不应超过838℃；若采用刚玉作为床料，则其运行温度上限应设定为1050℃；而当使用工业锅炉灰渣作为床料时，其运行温度上限则可至1205℃。,基于以上分析，可以确定石英砂作为床料时，其适用温度范围最低，刚玉次之，工业锅炉灰渣最高。如果以 25%液渣量所对应的温度视为运行温度上限，那么若将石英砂作为 TMc 的循环流化床气化床料，气化运行温度应不高于 838℃; 刚玉作为床料时，运行温度应不高于 1050℃:工业锅炉灰渣作为床料时，运行温度应不高于 1205℃。,物化生,高碱低阶煤热化学转化过程中的结渣沾污特性研究
在当时，单体支柱安装于导线点R1东侧35米处。由于75KW转载机的移位及大部件更换过程中的频繁回收单体支柱，导致采集的数据准确性下降，并表现出较大的波动。为进一步提高数据的质量，于导线点Y12东侧61米处安置了一组单体支柱压力计。在此推进段中，存在一个水仓。当作业面推进至该水仓时未能及时调整方向，造成顶板难以充分垮落，结果使得已设置的单体支柱及11#工字钢点柱严重弯曲与变形，底鼓现象显著，顶板也开始下沉。通过监测，该区段巷道的变形量达到了710毫米。,"由于当时安装在导线点 R1 点东 35m 处，由于拉移 75KW 转载机、更换大件时, 单体支柱经常回收因此导致数据不准确，波动起伏较大。导线点 Y12点东 61m 处安装一组单体支柱压力计，该段推进过程中有一水仓，工作面推到水仓时未能及时退错，导致顶板垮落不充分，支设的单体支柱、11#工字钢点柱弯曲变形严重，底鼓严重，顶板下沉，该段巷道变形量为 710mm。",工学,沿空留巷覆岩运动规律及切顶卸压应用研究
相较于高压气体的聚能切割效应，气体的膨胀过程持续时间更长，直至所有压力释放完毕，达到最大膨胀体积。此特性使得膨胀气体能够在较长的时间段内，对煤层钻孔的局部区域施加影响，从而引发流变和裂隙形成。此外，高压膨胀气体还具备一定的剪切作用，这一力学效应促使原本就存在大量天然裂隙和薄弱面的煤炭结构，在高压气体的剪切力作用下发生破坏。,相对与高压气体的聚能切割作用，气体的膨胀作用持续时间较长，全部压力释放后达到最大膨胀体积。由于这一特性，膨胀气体能够以较长的时间作用于煤层钻孔局部区域，并使之产生流变和裂隙。另外，高压膨胀气体还具有一定的剪切作用，这一作用使得本身存在大量自然裂隙和弱面的煤炭在高压气体的剪切作用下产生破坏。,工学,液态二氧化碳相变致裂机理及应用效果分析
在第四章中，我们采用正则化函数平滑化方法对柔性机械臂在含摩擦斜碰撞情况下的动力学行为进行了系统研究。在碰撞阶段，我们利用碰撞力势能的概念，结合连续性假设，建立了碰撞动力学方程。通过正则化方法分别对法向接触模型和切向摩擦模型进行了平滑处理，从而提出了明确的状态切换准则。随后，我们将该理论模型应用于刚柔复合系统的摆动分析以及国际空间站上Canadarm2的简化模型，进行了包含摩擦力的碰撞过程的数值模拟。在此基础上，我们探讨了摩擦系数与指数因子对系统响应的影响，并通过对比分析了三种不同切向接触模型下的系统性能表现。,第四章采用正则函数光滑化法对柔性机械臂含摩擦斜碰撞问题进行了研究。碰撞阶段通过碰撞力势能的概念运用连续法建模得到碰撞动力学方程。采用正则化法光滑分别处理法向接触模型和切向摩擦模型，提出相应的状态切换准则。对刚/柔复合摆、国际空间站上的 Canadarm2 简化模型进行了含摩擦碰撞过程的数值模拟，研究了摩擦系数、指数系数对系统响应的影响，比较了三种切向接触模型下的系统响应。,工学,刚柔耦合柔性机械臂含摩擦碰撞动力学研究
为避免磨粉机在研磨小麦面粉过程中可能引入的污染，本实验采用研钵对小麦进行研磨处理。首先，分别精确称取研磨好的灰色、蓝色、大紫、小紫及周麦16等五种样品各约1g（精度至0.0001g），并将这些样品置于五个100ml容量瓶中。随后，选用HNO₃-HClO₂-H₂SO₄体系进行微波消解处理。具体操作为，每1g样品消解至完全澄清透明无色状态，所耗酸量为9.00ml，整个消解过程耗时35至40分钟。同时，设置空白对照组进行比对。,"为避免磨粉机在打磨过程中对小麦面粉的可能污染，实验用研钵对小麦进行研磨。 分别称取研磨好的灰色、蓝色、大紫、小紫及周麦16五种样品各1g左右(精确到0.0001g), 于5个100ml容量瓶中，选用HNO+-HClO2-H2SO2为消解体系进行微波消解处理。每1g 样品消解至完全(澄清，透明、无色),耗酸9.00ml,用时35min~40min。同时做空白。",工学,"小麦全粉中Cd_'2+_、Cu_'2+_、Pb_'2+_及NO_,3__'-_的快速分析方法研究"
相关研究表明，临床督导可能已经达到了有效性验证的“黄金标准”，即督导显著影响了来访者的治疗效果（Bambling 等人，2006；Holloway & Neufeldt，1995；Milne，2014）。Bambling（2006）及其同事评估了临床督导在短期抑郁症治疗中的作用，具体考察了督导对咨询同盟形成、症状缓解、治疗持续性及疗效评估的影响。研究结果表明，自首次咨询开始，督导显著影响了上述所有方面。Callahan（2009）等人通过利用心理培训诊所的档案数据，进一步验证了督导对来访者治疗效果的影响。研究采用症状自评量表（SCL-90）和贝克抑郁量表第二版（BDI-II）作为评估工具，结果显示，督导对来访者的咨询结果具有显著影响，其影响程度占总变异性的16%。,"有一些研究表明，临床督导也许达到了有效性检验的""黄金标准"",即督导对来访者效果是有影响的(Bambling et al., 2006; Holloway & Neufeldt, 1995; Milne、2014)。Bambling(2006)等人评估了临床督导在抑郁症短期治疗中对咨访工作同盟和来访症状减轻的影响。结果显示，从第一次咨询开始，有无督导对咨访工作同盟、症状减轻、咨询的维持和评估均有显著影响。Callahan(2009)等人利用心理培训诊所的档案数据检验督导对来访者治疗效果的影响。该机构采用症状自评量表(SCL-90)和贝克抑郁量表第 2 版(BDI-ID这两种问卷来追踪咨询效果。 结果发现督导对来访者的咨询结果有显著影响，占总变异的 16%。",教育学,个体心理咨询督导效果研究
利用计量方法进行学科领域识别的主要方法涵盖共引分析法、共词分析法以及词频分析法。近年来，研究人员将这些方法与科学知识图谱技术相结合，显著扩展了其应用范围。本文旨在分别介绍共引分析法、共词分析法、词频分析法，以及这些方法与科学知识图谱技术融合在学科主题识别中的应用现状。,"基于计量方法进行学科领域识别的主要方法包括:共引分析法、共词分析法、词频分析法, 同时当前研究人员也将这些方法与科学知识图谱技术相结合进行了广泛的应用。以下将分别对共引分析法、共词分析法、词频分析法以及这些方法与科学知识图谱相结合在学科主题识别中的应用现状进行综述。",农林牧,基于知识图谱的学科主题识别方法研究
关于将虚拟财产纳入刑法中的“财物”范畴进行保护的主张，尽管获得了诸多学者的支持，但在以财产犯罪来界定对虚拟财产的侵犯时，将会引发量刑失衡的问题。以“张磊盗窃案”为例，张磊通过利用黑客程序侵入互联网游戏公司的系统后台，并采取复制的方式为自己账户增加大量虚拟货币“银子”，经销售获利人民币18.7万元，最终被判处十年有期徒刑。同年发生的“陶锋非法获取计算机信息系统数据案”中，犯罪嫌疑人陶锋亦曾运用技术手段窃取他人游戏账户中的虚拟财产，非法获利人民币18.9万元，而就此事实，其仅被判处有期徒刑一年六个月，且附带缓刑两年的判决。这两个案件尽管案情相似，涉事金额相近，但刑罚却存在近十年之差，并且后者还加有缓刑条款。进一步而言，在安徽省发生的一起非法获取虚拟财产案件中，被告人周某利用Pcshare电脑病毒，窃取“面对面365”游戏中的虚拟货币，并通过出售获利人民币7万元。初审法院基于盗窃罪量刑，判处周某有期徒刑十一年及罚金一万元，然而二审法院重新定性为非法获取计算机信息系统数据罪，并改判周某有期徒刑一年七个月及相同金额的罚金。由此可见，若将虚拟财产作为财产犯罪的标的物加以法律保护，将会使嫌疑人在面临极为严苛的刑事处罚结果。,"将虚拟财产作为刑法中的""财物""予以保护的主张虽然得到了不少学者的支持, 但是以财产犯罪认定侵犯虚拟财产的案件将会带来量刑畸重的问题。例如，在前述 ""张磊盗窃案""中，张磊利用黑客程序侵入了互联网游戏公司的系统后台，采取复制的方式给自己的账号虚增了大量的游戏虚拟财产""银子"",销售获利 18.7 万元，最终被判处十年有期徒刑;77而在同年发生的""陶锋非法获取计算机信息系统数据案"" 中，犯罪嫌疑人陶锋也是利用技术手段窃取其他玩家账号中的虚拟财产，非法获利 18.9 万元，被判处有期徒刑一年零六个月，并且缓期两年执行。 789这两个案子案情类似，涉案金额相近，但是刑期差别将近十年，并且后者还被判处了缓刑。更有甚者，在安徽省的一起非法获取虚拟财产案件中，被告人周某利用 Pcshare 电脑病毒, 非法获取""面对面 365""中的游戏金币，并销售获利7万元。一审法院以盗窃罪判处周某有期徒刑 11年，罚金 1 万元;二审法院以非法获取计算机信息系统数据罪认定, 改判周某有期徒刑1年7个月，并处罚金1万元。74可见若将虚拟财产作为财产犯罪的对象加以保护，则犯罪嫌疑人将会面临极其沉重的刑罚后果。",法学,Property Concept Changes Impact on Criminal Law
与零控脱靶量 \( Z(t) \) 类似，零控拦截角 \( Z_{\beta}(t) \) 定义为在当前时刻，假设导弹 \( i \) 和目标保持现有状态，最终导弹 \( i \) 和目标能够达到的拦截角 \( \beta_{tr} \)。零控拦截角反映了导弹 \( i \) 与目标之间的角度关系，并描述了零控拦截角随时间的变化率。,"与零控脱靶量 Z,(t) 类似，零控拦截角 Z,;;(t) 定义为导弹 i 和目标从当前时刻开始，保持现有状态，最终导弹i和目标可达到的拦截角 e,tr,),导弹i与目标的角度方程，零控拦截角随时间的变化率:",工学,多平台防空导弹任务分配及协同制导方法研究
经验的积累与审美素养的培养，本质上是在个体的思考与判断过程中形成和发展的。这一过程体现了审美素养中意识、知识与能力的综合。一旦缺乏思考与判断，知识便停留在抽象层面，难以转化为个人经验的一部分。在审美体验中，对“人”的关注，展现了个体生命体验的完整性和发展性；而对“日常生活”的强调，则指出了我们应重点关注并积极挖掘日常生活中的平凡与美好，通过日常生活的实践，激发个体的积极性与创造性，从而寻获生活的乐趣与价值。在审美教育中，这一点意味着促进学生审美素养的全面发展，为学生提供自由探索的空间，使他们在热烈而富有激情的探索活动中找到学习的乐趣与成长的喜悦，进而提升其对生活质量的认知，推动其健康、全面的发展。杜威提出的审美经验的完整性，为我们系统地打造学生的审美素养提供了宝贵的启示。通过整合学生的意识、知识与能力，体现个人价值并焕发生命活力，教育者可以采用游戏这一方式引领学生，尤其对于中小学生而言，游戏不仅是他们享受快乐的源泉，也是展现主动性和创造性的重要途径，更是情感表达的关键媒介。,"经验的积累和素养的培育需形成于个体的思考和判断当中。这种思考和判断正是审美素养中意识、知识和能力的融合。当失去了这种思考和判断，知识也只是知识，不能融入到个体的经验当中。审美经验中强调人与日常生活，对""人""的强调展示了个体生命体验的完整性和发展性，对""日常生活""的强调则是我们要关注喜闻乐见的平凡的生活，从日常生活中发挥积极性和创造性，找到生命的快乐和意义。在审美教育中，也意味着促进学生审美素养全面发展，给学生以自由空间，让学生在热情的探索中找到学习的快乐和成长的快乐，提高他们对生命质量的体验，促进他们健康的、完整的成长。杜威的审美经验所蕴含的整体性，对我们系统完整地培育学生的审美素养给予启示。把学生的意识、知识和能力进行统一，展现人的价值与生命的活力，以游戏的方式引导学生, 因为对于中小学生来说，游戏是他们的快乐源泉，是他们主动性和创造性体现的有效途径，也是他们情感展现的重要载体。",教育学,基于杜威经验美学的中小学生审美素养培育研究
在我国，著名学者余立四最早提出了“教育衔接”这一重要议题。由余立四主编的《教育衔接若干问题研究》是目前我国唯一一部专门探讨教育衔接问题的学术著作。该著作指出，教育衔接问题在不同程度上表现在诸如体育、音乐、美术等科目上的忽视：由于中学阶段的学校领导、教师、家长及学生整体上对此类课程重视不足，可能导致学生进入高等教育阶段后，其综合素养发展出现显著不平衡的现象。,"在我国，著名学者余立四最早提出""教育衔接""问题，其主编的《教育衔接若干问题研究》是目前国内唯一一本论述教育衔接的著作。文中指出，教育的衔接问题主要体现在一些容易受到冷落科目上，如体育、音乐、美术等，由于中学阶段学校领导、教师、家长和学生的不重视，会造成学生进入高校后综合素养不平衡等问题。",教育学,基于共生理论的高校与中学篮球体育教学衔接的研究 (1)
研究区域内降水充沛，多年平均降水量为658.0毫米（统计时段为1956年至1993年，数据来源《秦皇岛市水文手册》）。降水在年内和年际间的分配呈现出显著不均性，丰枯年份降水量差异悬殊。年内降雨量的70%主要集中于汛期，且多以暴雨形式出现，其中7月和8月暴雨频发。年际降水量变化亦十分明显，最高年降水量为1969年的1170.0毫米，最低年降水量则为1982年的387.7毫米。,"研究区域内降水丰富，多年平均降水量为 658.0mm(1956 年~1993 年统计资料，摘自《秦皇岛市水文手册》),降雨年内及年际分配不均，丰枯相差悬殊, 年内降雨量的 70%集中在汛期，多以暴雨形式出现，暴雨多出现在 7、8月份。 降雨年际变化也很明显，最大年降雨量为 1170mm(1969年),最小年降雨量为 387.7mm(1982年)。",工学,人工岛对河口行洪与冲淤影响的数值模拟研究
随着搅拌速度的提升，液面波动现象加剧。电磁搅拌作用区域内的凝固坯壳负偏析现象更为显著，边角处的偏析减弱。在计算域的出口处，未凝固钢液中的溶质分布趋向均匀化，同时坯壳厚度有所减小，但其表面温度相对升高。综合考量电磁搅拌的效果与目标，适宜的电磁搅拌电流应当设定为600安培。,向速度增加，液面波动增加，电磁搅拌作用区凝固坯壳负偏析加重，角部偏折减弱，计算域出口未凝固钢液内溶质趋于均匀，出口处坯壳厚度减小，而表面温度相对增高，综合考虑电磁搅拌作用效果及目的，电磁搅拌电流应为 600A。,工学,大方坯连铸过程流动、传热、传质行为及凝固组织的模拟研究
根据现场场地的实际条件，我们发现侧线试验装置的可用空间较为有限，因此，装置的设备布置设计需尽量紧凑。经过多轮优化，装置的最终实际尺寸约为2.5 m×2 m×2 m（长宽高）。为了便于装置的后续安装及使用，侧线装置被设计为撬装模块，从而实现设备的便捷拆卸与运输。鉴于处理物料可能存在腐蚀性，整体装置采用了304不锈钢材质，并对其表面进行了300目精度的抛光处理。实际现场设备的外形详见图3.3。,"基于现场场地实际情况，发现侧线试验装置的可使用用地较小，装置的设备布置设计必须尽量紧凑。在不断优化后，最终整体实际尺寸约 2.5 m×2 m×2 m(长宽高),为了装置的后续安装使用，侧线实验装置设计成撬装模块，方便设备的拆卸和运输。考虑到处理物料可能存在腐蚀性，整体设备材质统一采用 304 不锈钢，并且对设备表面进行了精度为300目抛光处理。实际现场设备外形如图 3.3 所示。",工程,Polypropylene Tail Gas Treatment
"In light of the burgeoning and protracted challenge posed by the coronavirus (COVID-19) to global national security (Monaco, 2020), a critical need has emerged for rigorous scholarly investigation to scrutinize the multifaceted repercussions and potential containment strategies of the pandemic. Given the relatively recent onset of the COVID-19 outbreak, there is an imperative to conduct comprehensive research that evaluates the dynamic interactions among various factors influencing viral transmission dynamics and societal adherence to authoritative guidelines. Our analysis, which incorporates a broad spectrum of potential determinants, aims to augment the existing body of knowledge in three distinctive dimensions. Firstly, our study is grounded in the academic literature pertaining to the economic, cultural, and behavioral aspects that impact the dissemination of infectious diseases and their prevention. Previous research has demonstrated that measures such as curtailing population mobility (Zhang et al., 2020; Fang et al., 2020), shutting down schools during holidays and on a reactive basis (Adda, 2016; Litvinova et al., 2019), disrupting public transportation services (Godzinski and Suarez Castillo, 2019), strategically identifying and managing travelers from regions with elevated infection rates (Milusheva, 2017), and incentivizing paid sick leave to ensure contagious individuals remain isolated (Barmby and Larguem, 2009) are efficacious in mitigating the dissemination of illness. Moreover, existing research underscores the accelerated spread of viruses during periods of economic prosperity (Adda, 2016), the correlation between workforce expansion and heightened influenza incidence (Markowitz et al., 2019), and the role of international trade in exacerbating the global spread of influenza (Adda, 2016) and HIV (Oster, 2012). Furthermore, vaccination programs (Maurer, 2009; White, 2019) and exposure to sunlight (Slusky and Zeckhauser, 2018) have been identified as potent strategies for reducing the propagation of influenza.","As the world faces the emerging and continuing threat of the coronavirus (COVID-19), many commentators and national leaders around the world are beginning to recognize it as a genuine national security threat (Monaco, 2020). Given the short time period since the beginning of the COVID-19 outbreak, research is urgently needed to assess the dynamics of the implications for how the COVID-19 outbreak can be stopped or managed. Considering a more comprehensive set of factors in the model that may influence virus spread and public conformity with authorities' protocols, our analysis contributes to the existing literature in three aspects. Primarily, our analysis is connected to the economics, culture and behavioral literature on the determinants of the spread of infectious diseases and prevention of such spread. Existing studies find that reductions in population flow (Zhang et al., 2020; Fang et al., 2020) and interpersonal contact from holiday school closings (Adda, 2016), reactive school closures (Litvinova et al., 2019), public transportation strikes (Godzinski and Suarez Castillo, 2019), strategic targeting of travelers from high-incidence locations (Milusheva. 2017), and paid sick leave to keep contagious workers at home (Barmby and Larguem, 2009) can mitigate the prevalence of disease transmissions. In addition, studies show viruses spread faster during economic booms (Adda, 2016), increases in employment are associated with increased incidence of influenza (Markowitz et al., 2019), and growth in trade can significantly increase the spread of influenza (Adda, 2016) and HIV (Oster. 2012). Vaccination (Maurer, 2009; White, 2019) and sunlight exposure (Slusky and Zeckhauser, 2018) are also found effective in reducing the spread of influenza.",教育学,COVID--19政策与公众整合之间的文化和经济因素探索
在采用实体单元模拟结构面的强度折减过程中，通过逐步降低结构面实体单元的粘聚力和内摩擦角参数，直至塑性区贯穿整个结构面单元，以此标志楔形体的稳定性丧失。此时的折减程度对应的系数即为楔形体的安全系数。而当使用接触单元来模拟结构面的强度折减时，通过对接触单元抗剪强度参数的递减，当有限元模拟程序无法收敛时，表示接触对接产生了滑动，表明楔形体发生失稳。该情境下的折减比例即被定义为楔形体的安全系数。,1 采用实体单元模拟结构面的方法进行强度折减时，不断对结构面实体单元的粘聚力和内摩擦角进行折减，直到结构面单元的塑性区贯通，表明此时楔形体失稳，从而得到楔形体安全系数;采用接触单元模拟结构面时，对接触单元的抗剪参数进行折减，直到有限元程序不收敛，说明此时接触对发生滑动，楔形体失稳，此时的折减系数为楔形体安全系数。,工学,极端冰雪灾害条件下岩质楔形体稳定性分析
目前针对镁处理技术的研究主要集中在低镁含量范围内的应用。然而，当镁含量升高时，其对材料微观组织与性能的具体影响尚未见详尽报道。因此，探讨通过加压方法提升材料中镁含量的技术，并进一步深入研究高镁含量对材料微观组织性能的影响，具有极其重要的科学意义和应用价值。,目前，针对镁处理技术的研究多集中在镁含量较低范围内，而当镁含量较高时，其对材料组织性能的影响则显有报道。因此，运用加压手段，提高材料中的镁含量，深入研究当镁含量提高时，其对材料组织性能的影响具有十分重要的意义。,工学,加压条件下镁处理对M7钢组织与性能研究
"Figure 4-12 presents the Electrochemiluminescence (ECL) intensity-time curves for various dsDNA electrodes subjected to distinct complementary DNA concentrations. Specifically, these concentrations were 200 pM (Figure 4-12a); 20 pM (Figure 4-12b); 0.2 pM (Figure 4-12c); and 0.2 pM (Figure 4-12d). An inset within the figure illustrates the calibration curve utilized for DNA detection. The ECL curves were acquired in a solution of 20 mM PBS with the addition of 1.0 mM TPrA and 5.0 mM LiClO4, maintaining a pH of 8.7. The parameters for the scans were set as follows: scan rate of 0.1 V/s, and a scan range from 0.0 to 1.2 V.","Figure 4-12. ECL intensity-time curves for various dsDNA electrodes. The concentrations of complementary DNA were 200 pM (a), 20 pM (c) and 0.2 pM (c) and 0.2 pM (d), respectively. Inset: the calibration curve of DNA detection. ECL curves were measured in 20 mM PBS containing 1.0 mM TPrA and 5.0 mM LiClO4 (pH 8.7). Scan rate: 0.1 V/s, scan range: 0.0 ~ 1.2 V.",农林牧,基于电致化学发光技术的纳米生物传感器的设计与研究
随着智能化技术的不断提升，移动机器人的性能亦显著增强。起初，移动机器人主要局限于导引功能，然而现今已演进为具备自主移动能力的先进装备。图1.4展示了国内企业的移动机器人系列，其中包括图1.4(a)的迈睿潜伏系列机器人，该机器人能够进行自主导航及路径规划，其定位精度可达±5毫米；而图1.4(b)则为仙工的AMB-800K，此型号机器人采用二维码与激光SLAM技术进行导航，导航精度同样达到±5毫米水平。,"随着智能化水平提高，移动机器人的性能也在不断提高，从开始的导引机器人，逐渐发展为自主移动机器人。图 1.4 为国内企业的移动机器人产品，其中图 1.4 (a)所示为迈睿的潜伏系列机器人，可以进行自主导航和路径规划，定位精度达到±5 mm;图 1.4 (b)所示为仙工的 AMB-800K,该机器人使用二维码和激光 SLAM 导航，导航精度达到 ±5 mm。",工学,基于图优化的移动机器人SLAM建图算法研究
本研究采用超快激光雕刻技术制备具有多级微结构的亚克力模具，具体工艺流程分为三个步骤，过程中的激光加工频率 f 保持为 100 kHz，扫描速度 v 设定为 30 mm/s。首先，调整飞秒激光的能量密度 φ 至 0.866 J/cm²，对亚克力板进行环形扫描 10 次，以形成底部的大圆柱形空腔。扫描路径如图 3.16 所示，光斑的非圆形特性导致空腔底部出现若干凸起结构。在旋转加工图案的过程中，凸起结构逐渐增多，经过 10 次进一步的加工，最终形成密集的凸起结构。,"1. 通过超快激光雕刻的方法制备具有多级微结构的亚克力模具，具体加工过程可以分为三个步骤，加工过程中保持始终激光的加工频率 f 为 100 kHz, 扫描速度 v 为 30 mm/s。首先，调节飞秒激光的能量密度φ为 0.866 J/cm²,在亚克力板上环形扫描 10 次制备出底部的大的圆柱形空腔。光斑的扫描路径如图 3.16 所示，可以清晰的看出光斑非圆的特性使空腔的底部产生一定数量的凸起结构。通过加工过程中旋转加工图案，凸起结构也会相应的增加，重复 10 次之后就得到了密集的凸起结构。",工学,多级微结构柔性压阻传感器设计与制备方法研究
