input,output,field,paper_name
近年来，许多城市面临着严重的内涝问题。除了气候变化导致的极端降雨事件外，主要原因还在于传统的城市管网基础设施无法满足快速城市化发展的需求，迫切需要城市发展探索新的方向。为了应对城市发展过程中的水问题，国家在借鉴国际先进经验的同时，提出了具有中国特色的“海绵城市”概念。习近平总书记在中央城镇化工作会议上强调：“在提升城市排水系统时，应优先考虑雨水的保留和自然力量的利用，建设一个能够自然存积、自然渗透、自然净化的海绵城市。”随着相关政策的实施和试点城市的建设运营，海绵城市的理论体系和实践应用得以推进，初步显现出建设成效。,"内出现了严重的内涝现象。除气候变化带来的极端降雨外，其主要原因在于以传统城市管网为代表的基础设施不能满足快速城市化发展需求，城市发展急需探索新方向。为应对城市发展过程中的系列水间题，国家在借鉴国外先进经验的同时提出了具有中国特色的城市雨洪管理概念――""海绵城市""。习近平总书记在中央城镇化工作会议中强调: ""提升城市排水系统时要优先考虑把有限的雨水留下来，优先考虑更多利用自然力量排水，建设自然存积、自然渗透、自然净化的海绵城市""。随着相关政策的颁布实施和试点城市(如图 1-1 所示)的建设运行，海绵城市理论体系及实践应用得以发展，海绵城市建设成效初显。",工程,Old Community Sponge Renovation Risk Study
随着城镇化进程的快速推进，城市建设规模不断扩张，地区人口迅速集中，建筑面积急剧扩大，城市下垫面不透水铺装比例不断提高，这些变化严重扰乱了城市原有的生态系统，显著影响着城市水文循环过程。同时，气候变化的影响进一步加剧了城市水问题的复杂性，导致极端暴雨事件频发、径流增加、面源污染负荷加重、城市洪涝灾害以及黑臭水体增多。洪涝灾害已经成为当今世界各国面临的主要自然灾害之一。根据国家统计局的数据，2019年洪涝及其引发的地质灾害共造成全国1.3亿人次受灾，直接经济损失高达3270.9亿元。近年来，城市内涝现象频繁出现。例如，2012年7月，北京市发生特大暴雨，受灾人数达160.2万，直接经济损失为116.4亿元；2015年7月，湖北省武汉市降雨导致全市多处被淹，地铁停运，出现“龙吐水”景观；2016年7月，陕西省多地遭遇大到暴雨，关中地区降雨尤其强烈，西安市经历了严重的洪涝灾害。,"伴随着快速城镇化进程，城市建设规模不断扩大，地区人口迅速集中，建筑面积急剧扩张，城市下垫面不透水铺装比例不断升高，改变了城市原有的生态系统，严重影响着城市水文循环过程。加之气候变化的影响，城市水问题层出不穷，极端暴雨事件频发、径流增加、面源污染负荷加重、城市洪涝灾害以及黑臭水体增多[2]。其中，洪涝灾害是当今世界各国面临的主要自然灾害之一，根据国家统计局的数据资料[]],2019 年洪涝及其引发的地质灾害共造成全国 1.3 亿人次受灾，直接经济损失 3270.9 亿元。近年来，多地频繁出现城市内涝现象。2012年 7 月，北京市出现了特大暴雨，受灾人数达 160.2 万，直接经济损失为 116.4 亿元。2015年 7 月，湖北省武汉市降雨导致全市多处被淹，地铁停运出现""龙吐水""景观。2016 年 7 月，陕西省多地遭遇大到暴雨，其中关中地区降雨较强，西安市 (C)1994-2021 China Academic Journal Electronic Publishing House. All rights reserved. http://www.cnki.net",工程,Old Community Sponge Renovation Risk Study
中国的快速城镇化过程自改革开放以来已成为社会变迁的主要趋势。随着城镇化进程的加速以及小康社会建设的稳步推进，人民的生活水平不断提高，对居住质量的要求也在逐步提升。住房作为人们安全感和归属感的载体，居住小区是人类赖以生存和生活的基本空间，其质量深刻影响着城市整体环境品质，并制约着生态文明城市的发展。据国家统计局和住建部的数据资料显示，从1980年到2000年，中国新增住宅面积约为80亿平方米，其中包括16万个老旧小区，占地约40亿平方米，涉及超过4200万户居民，约1.2亿人口，占全国人口的十分之一。考虑到1980年以前建成的小区，这一规模将更加庞大。另外，城市发展的不平衡性和不充分性现象仍然十分突出，现有的老旧小区面临着建筑物分布密集、本体结构老化、人口高度集中、线路管网陈旧以及配套基础设施缺失等一系列问题。这使得老旧小区改造势在必行。近年来，国家和各级政府逐渐重视老旧小区改造工作。2015年12月，中央城市工作会议首次提出要加快推进老旧小区改造。2020年5月的政府工作报告中指出，计划新开工改造老旧小区共计3.9万个，涉及居民近700万户，与2019年的1.9万个小区、352万户居民相比，改造力度明显加大。党的十九届五中全会也明确提出要加快实施城市更新行动。多个城市，如广州、厦门、宜昌、沈阳、宁波等，作为老旧小区改造试点城市，陆续出台了有关老旧小区改造工作的指导意见及实施方案，进一步证实了老旧小区改造的迫切必要性。,"改革开放以来，快速城镇化成为社会变迁的主旋律。随着城镇化进程的不断加快以及小康社会建设的稳步推进，人民生活水平日益改善，对居住质量要求也逐步提升。住房是人们安全感和归属感的载体，居住小区是人类赖以生存和生活的空间，小区的质量深刻影响着城市整体环境品质，制约着生态文明城市发展。根据国家统计局和住建部数据资料显示,1980 年至 2000 年中国新增住宅面积约 80 亿 m²,其中有 16 万个老旧小区，约 40 亿 m²,涉及小区居民超过 4200 万户，约 1.2 亿人口，约占全国人口的 1/10[1]。若加上 1980 年以前建成的小区，规模更甚。另外，城市发展不平衡不充分现象依然突出，现有老旧小区面临着建筑物分布密集、本体结构老化、人口高度集中、线路管网陈旧、配套基础设施缺失等诸多问题，老旧小区改造迫在眉睫。近年来，老旧小区改造工作逐渐受到国家和各级政府的重视。2015年12月，中央城市工作会议首次提出要加快推进老旧小区改造。2020 年 5 月的两会政府工作报告中指出新开工改造老旧小区共计 3.9 万个，涉及居民将近 700 万户，相较于 2019 年的 1.9 万个小区、352 万户居民，改造力度明显加大。党的十九届五中全会也明确提出要加快实施城市更新行动。作为老旧小区改造试点城市，广州、厦门、 宜昌、沈阳、宁波等多地也相继出台了有关老旧小区改造工作的指导意见及实施方案，由此可见老旧小区改造势在必行。",工程,Old Community Sponge Renovation Risk Study
"在生态文明战略的引领下，国家正积极推进生态建筑的发展，而海绵城市建设也已成为城市建设和双修工作的重要组成部分。除了满足人居环境的需求之外，老旧小区的排水管网由于年久失修，雨污分流和排水能力难以提高，极易导致小区内涝和雨污混流。当前的改造方式在应对城市水问题方面也存在诸多不足之处。因此，海绵城市的概念为老旧小区改造提供了新的理念和方法，以期在老旧小区的有机更新过程中，转变传统的粗犷建设理念，更加注重生态和自然 Factors，进行老旧小区的海绵化改造。在解决排水问题的同时，也要改善居民的生活环境，提升居民的满意度和幸福感，实现从""老旧小区""到""海绵小区""的转变。2015年10月，国务院明确提出老旧小区有机更新要以解决城市内涝为突破口，推进区域整体治理。2016年6月，中共中央发布的《关于进一步加强城市规划建设管理工作的若干意见》也提出，要实现老旧小区整治改造和海绵城市建设的紧密结合，强调了老旧小区海绵化改造的重要地位。由此可见，在老旧小区改造中融入海绵城市理念已经成为当前的建设趋势，老旧小区海绵化改造也逐步成为已建成区海绵城市建设的重要组成部分。","在生态文明战略的引领下，国家正大力推广生态建筑，而海绵城市建设也已成为城市建设和城市双修工作的重要内容。除人居环境要求外，老旧小区排水管网年久失修，雨污分流及排水能力难以提升，极易引发小区内涝和雨污混流，现有改造方式在应对城市系列水问题方面也存在诸多不足，海绵城市的出现恰恰为老旧小区改造提供新理念和新方法, 以期在老旧小区的有机更新中，改变传统粗犷的建设理念，更多地关注生态和自然，进行老旧小区海绵化改造，在解决排水问题的同时改善居民生活环境，提升居民的满意度和幸福感，实现""老旧小区""向""海绵小区""的转变。2015年10月，国务院明确提出老旧小区有机更新要以解决城市内涝为突破口，推进区域整体治理。2016年 6 月，中共中央发布的《关于进一步加强城市规划建设管理工作若干意见》也提出要实现老旧小区整治改造和海绵城市建设紧密结合，强调了老旧小区海绵化改造的重要地位。由此可见，在老旧小区改造中融入海绵城市理念已经是当下的建设热潮，老旧小区海绵化改造也逐步成为已建成区海绵城市建设的重要组成部分。",工程,Old Community Sponge Renovation Risk Study
与其他大型基础设施建设项目相比，老旧小区海绵化改造具有较高的综合性和复杂性，涉及了广泛的新技术和新材料的应用，需要多个专业的协调，包括建筑设计、风景园林、给水排水、地质勘察等。此外，需要对勘察设计、施工、运营维护等多个环节进行管理，并且需要居民、市场、政府等多方的资金支持和规划单位、海绵办、财政部等多部门的合作。因此，老旧小区海绵化改造是一项涉及多个主体、多个要素的协同工作的复杂系统工程。近年来，全国各地相继开展了老旧小区海绵化改造工作，但在实际建设过程中，会受到政治、资金、社会、技术、法规和管理等多个方面的影响，仍然存在项目启动资金筹措困难、居民改造意愿不强、公众参与度低、相关法规体系不健全、前期规划不合理、设计方案不确定且可视化程度不高、信息传递效率低等问题。,相较于其他大型基础设施建设项目，老旧小区海绵化改造的综合性和复杂性程度相对较高，涉及较多新技术、新材料的应用，需要建筑设计、风景园林、给水排水、地质勘察等多专业协调，需要勘察设计、施工、运营维护等多环节管理，需要居民、市场、政府的多方资金统筹，需要规划单位、海绵办、财政部等多部门合作，是一项多主体参与、多要素协同的复杂系统工程。近两年来，全国各地先后开展了老旧小区海绵化改造工作，但在实际建设过程中会受到政治、资金、社会、技术、法规和管理等多方面因素的影响，依然存在着项目启动资金筹措困难、居民改造意愿不强烈、公众参与度较低、相关法规体系不健全、前期规划不合理、设计方案不确定性强且可视化程度不高、信息传递效率低、建设,工程,Old Community Sponge Renovation Risk Study
老旧小区海绵化改造工程存在多种风险，包括复杂的过程、长期的施工周期、难以预测的施工进度、不确定的工程成本以及协调困难等。这些风险因素会在不同利益相关者和项目全生命周期中动态变化，从而导致风险预防和管控变得高度复杂。有效识别和控制这些风险对改造效果和海绵城市建设的可持续发展至关重要。因此，研究老旧小区海绵化改造的风险演化问题具有重要意义。基于项目管理的三维体系和相关理论，这项研究将全面识别风险因素，探讨风险因素之间的相互作用，分析不同类型风险因素的影响机制，并利用系统动力学（SD）仿真平台构建风险动态仿真模型。通过系统研究风险演化问题，揭示风险演化规律和管控重点，有助于推动老旧小区海绵化改造项目的风险管理和可持续发展。,"过程复杂、施工周期长、施工进度难以科学规划、工程成本难以精准计算、全过程协调困难等诸多风险，且各风险因素在不同利益相关者和项目全生命周期建设过程中呈动态变化趋势，导致其风险预防和管控呈高度复杂化。而上述风险能否得到有效识别和控制，将直接影响老旧小区海绵化改造效果和未来海绵城市建设的可持续发展。因此，有必要以老旧小区改造、海绵城市以及项目风险管理的概念和相关理论为基础，论述老旧小区海绵化改造及其风险演化仿真研究的必要性和方法，结合项目管理的三维体系，基于多维度视角全面识别其风险因素，探索风险因素之间的相互作用关系，剖析不同范畴风险因素的作用机理，并依托系统动力学(System Dynamics,以下简称 SD)仿真平台，构建风险动态仿真模型，系统研究其风险演化问题，揭示风险演化规律及管控重点，开展老旧小区海绵化改造项目风险演化仿真研究。",工程,Old Community Sponge Renovation Risk Study
本研究具有重要的理论意义。目前，老旧小区海绵化改造项目风险管理研究相对较为薄弱，缺乏对风险的系统性识别与分析，并且对风险演化规律的探索也不够深入。因此，本文通过采用多种研究方法，包括资料收集、对比分析和综合实证等，结合全生命周期视角和利益相关者视角，对海绵化改造项目在决策阶段、设计阶段、施工阶段以及运维阶段的风险因素进行了识别和分析。同时，借助系统动力学（SD）仿真平台，研究了风险的动态变化规律。这不仅有助于丰富老旧小区海绵化改造的理论体系和现有研究成果，为未来深入研究奠定了理论基础，也扩展了项目风险管理的研究领域，具有重要的理论价值和实践意义。,(1)理论意义。现有老旧小区海绵化改造项目风险管理研究相对比较薄弱，缺乏风险的系统性识别与分析，缺少对风险演化规律的探索。本文通过资料收集、对比分析、综合实证等多种方法，基于全生命周期视角和利益相关者视角，识别和分析海绵化改造项目在决策阶段、设计阶段、施工阶段以及运维阶段的风险因素，借助 SD 仿真平台探索风险的动态变化规律，有助于丰富老旧小区海绵化改造体系和现有研究成果，为未来深入研究奠定理论基础。同时，也拓展了项目风险管理的研究领域。,工程,Old Community Sponge Renovation Risk Study
相较于发展中国家，发达国家的城市化进程开始得较早，城市更新及其伴随的建筑改造过程也在不断进行。其中，建筑改造需求受到广泛关注，主要原因包括建筑物老化严重以及需要提高环境可持续性。为此，国外的专家学者进行了大量的研究，尤其是在第二次世界大战以后，城市的重建和更新成为一个重要的课题。研究结果表明，建筑改造不仅可以提高城市的环境质量，也可以促进经济的发展和社会的进步。因此，了解建筑改造的需求和效果，对于推动城市的可持续发展具有重要的意义。,国外发达国家城市化进程相较发展中国家起步较早，城市更新及更新过程中的建筑改造随着城市化周期更迭不断进行。在国外，建筑改造需求受到群众的广泛关注，其中一个原因是建筑老化严重，另一个原因是建筑需要拥有更高的环境可持续性[4]。因此，围绕上述两个原因，国外专家学者展开了大量研究调查。研究发现，自第二次世界大战后，伴随,工程,Old Community Sponge Renovation Risk Study
随着国外城市更新运动的发展，老旧建筑改造大致经历了三个阶段：推倒重建、邻里建设和住区更新（如表 1-1 所示）。通过对国外相关文献的梳理，我们发现国外学者主要关注老旧建筑改造的三个方面：第一，改造方式和策略；第二，改造的目标和要求；第三，改造后的管理和评价。这些方面构成了国外老旧小区改造的核心内容，表 1-1 展示了国外老旧小区改造的发展历程。,着国外城市更新运动的发展，老旧建筑改造大致经历了推倒重建、邻里建设以及住区更新三个阶段，如表 1-1 所示。在梳理国外相关文献的基础上发现，国外学者主要聚焦在老旧建筑改造的方式策略、改造的目标要求以及改造后的管理和评价三个方面。 表 1-1 国外老旧小区改造的发展历程,工程,Old Community Sponge Renovation Risk Study
本研究对于老旧小区海绵化改造工程具有重要的实践意义。由于老旧小区海绵化改造涉及多个专业、多个学科、多个部门和多个阶段，是一项复杂的工程，实际改造经验尚待积累，实施过程困难较大，风险也相对较高。通过开展老旧小区海绵化改造项目的风险演化仿真研究，可以帮助各个参与方准确掌握项目建设全过程的风险及其变化规律，为项目的科学决策、顺利实施以及高效运营提供必要的保障，同时也有助于推动海绵城市的建设。另外，通过研究不同风险因素之间的相互作用关系，进行项目风险的演化仿真模拟，可以深入了解风险对工程的影响程度。基于此，有针对性地提出海绵化改造的风险防范措施，可以有效规避项目风险，对于未来老旧小区海绵化改造以及海绵城市建设具有重要的指导意义和参考价值。,(2) 实践意义。老旧小区海绵化改造是一项涉及多专业、多学科、多部门、多阶段的复杂工程，实际改造经验还有所欠缺，建设实施困难较大，风险较高。开展老旧小区海绵化改造项目风险演化仿真研究，有助于各参与方准确把控项目建设全过程风险及其变化规律，为项目科学决策、顺利实施以及高效运营提供保障，对海绵城市建设也能起到一定的助推作用。此外，通过探讨不同风险因素的相互作用关系，进行项目风险的演化仿真模拟，了解风险对于工程的影响程度，有助于针对性地提出海绵化改造风险防范措施，规避项目风险，对未来老旧小区海绵化改造以及海绵城市建设也具有一定的指导意义。,工程,Old Community Sponge Renovation Risk Study
"The renovation of old buildings and urban areas has been a topic of interest in developed countries, with many experts and scholars conducting research from the perspective of urban renewal. In order to ensure the smooth progression of urban renewal projects, governments have implemented a series of policies related to the governance of old buildings. For instance, the United States government encourages the renovation of high-energy-consuming buildings to improve energy efficiency. The United Kingdom utilizes tax exemptions and government subsidies to incentivize individuals to improve their living environments. Japan has established a comprehensive set of laws, including the ""Housing Standards Law"" and the ""Building Standards Law Enforcement Order"", which provide a thorough framework for the renovation of old buildings. Meanwhile, the Canadian government has implemented measures to control renovation indicators and planning standards, further facilitating the governance of old buildings. Additionally, some foreign scholars have advocated for small-scale renovations that prioritize the preservation of local communities. For example, Jane Jacobs suggests in her book ""The Death and Life of Great American Cities"" that urban renewal projects should be carried out on a small scale, with a focus on scientifically maintaining local neighborhoods. Scholars such as Rapoport, F. Gibberd, Halprin, and Constantinos Apostolos Doxiadis have proposed that incremental renovation can better preserve and inherit historical culture.","由于发达国家倡导老旧建筑改造与老旧城区改造一同进行，因此国外专家学者大多从老旧城区改造的角度展开研究。而老旧城区改造多由政府主导，为保证老旧城区改造工作的顺利进行，各国的立法机构出台了老旧建筑治理相关的系列政策。美国政府鼓励高能耗建筑改造，提高能源利用效率。英国利用减免税收、政府补贴等方式促使人们改善居住环境。日本制定了""房屋基准法""""建筑基准法施行令""等系列法律，更为全面地规定了老旧建筑改造。加拿大政府从控制改造指标和规范规划层次的角度进一步实现老旧建筑治理。 此外，国外少数学者在分析实践经验的基础上，倡导开展小规模改造的同时也注重地方社区的保护「,譬如 Jacobs®在《The Death and Life of Great American Cities》中建议在小规模范围内开展旧城改造，科学地维护好地方性邻里区。Rapoport、F · 吉伯德、Halprin、 Constantinos Apostolos Doxiadis 等人提出渐进式改造能够更好地保存和继承历史文化。",工程,Old Community Sponge Renovation Risk Study
"The primary objectives of renovating aged buildings abroad are two-fold: firstly, to achieve sustainability through renovation, and secondly, to ensure high-quality living for the elderly through age-friendly renovations. Among these, sustainable building renovation is a pressing research topic, with the goal of enhancing the environmental, social, and economic sustainability of renovated buildings. The stakeholders involved in this process vary depending on the type of building, complexity, and national traditions, and include not only the traditional parties such as owners, designers, contractors, and general contractors, but also governments, financial institutions, and local residents. Furthermore, numerous research institutions abroad have developed methods for assessing building sustainability, including BREEAM (UK), LEED (US Green Building Council), DGNB (German Sustainable Building Council), and EcoEffect (Royal Institute of Technology, Sweden). Some scholars also consider the impact of aging when conducting research on aged building renovations, exploring age-friendly renovations while pursuing sustainable renovations.",国外老旧建筑改造主要有两点目标:一是为实现建筑可持续性进行的可持续改造，二是为保障老年人的高品质生活而进行的适老性改造，其中可持续改造(Sustainable Building Renovation)是当前研究的热点问题，期望改造后的建筑在环境、社会和经济等方面更具有可持续性[]。其利益相关者因建筑类型、复杂程度和国家传统不同而有所差异，除传统工程建设所涉及的业主方、设计方、施工方、总承包方等之外，还包括政府、金融机构以及小区居民。另外，国外众多研究机构已经探索出了建筑可持续性评估方法，如:BREEAM (英国研究机构)、LEED(美国的绿色建筑委员会)、DGNB(德国的可持续建筑委员会)及 EcoEffect(瑞典皇家技术研究所)所确定的方法『10。部分学者进行老旧建筑改造相关研究时也会考虑老龄化的影响，在实现可持续改造的同时展开适老性改造探索。,工程,Old Community Sponge Renovation Risk Study
"The increasing focus on the management, living comfort, and satisfaction of renovated old buildings in various countries has prompted international scholars to conduct extensive research on this topic. In terms of subsequent management, developed capitalist nations have implemented a series of community service management regulations since 1939. Currently, countries like Canada and Singapore are also conducting in-depth studies on this matter. A substantial number of studies have identified autonomous, administrative, and hybrid models as common management modes for overseas residential areas [1-12]. When it comes to evaluation, scholars have primarily assessed the livability and efficiency of renovated old residential areas. For instance, Elaine Gerber [13] introduced indicators affecting the livability of people with disabilities in her evaluation of residential areas. McLeod [14] employed economic evaluation methods to assess the cost-effectiveness of energy-efficient renovations. Additionally, some scholars have utilized data envelopment analysis (C²R model) and hierarchical analysis to explore the credibility and importance of evaluation factors for residential areas, providing references and insights for future research.",由于国外越来越多的国家或地区开始注重老旧建筑改造后的管理、居民生活环境的舒适度和满意度以及改造的效益情况，因此国外学者对此展开了大量的研究。在后续管理方面，发达资本主义国家于 1939 年出台了系列社区服务管理的相关法规，而今加拿大、新加坡等发达国家也对其展开了较深层次的研究。大量研究发现自治型、行政型和混合型是国外常见的小区管理模式[1]-12]。在后续评价方面，学者重点对老旧小区的宜居性和效益进行评价。Elaine Gerber[13]在小区评价中引入了影响残疾人宜居感受指标。McLeod 114]运用经济评价方法对节能改造的成本效益进行评价 。当然也有学者借助数据包络分析法的 C²R 模型和层次分析法探索小区评价因素的可信性和重要性，为未来研究提供参考和借鉴。,工程,Old Community Sponge Renovation Risk Study
"International scholars have initially recognized that construction engineering projects typically exhibit complexity, environmental variability, and technical specialization, among other characteristics. As time progresses, various risk factors undergo constant changes, rendering traditional static risk management systems ineffective in meeting the high-efficiency demands of risk prevention and control. Consequently, some scholars have posited that risk management is a dynamic, cyclical process, whose intrinsic evolution patterns form the premise for effective risk prevention and control. They have proposed dynamic risk management approaches, advocating for a project lifecycle perspective that comprehensively catalogs risk factors and systematically implements project risk management. Jaafari A [3-32] suggests that risk management methods and techniques should be integrated throughout the project lifecycle, spanning all stages of the risk management process. Guo B H Y et al. [3], from the perspective of construction safety throughout the entire process, have developed an SD simulation model to explore the dynamic complexity of construction safety management and the interactivity among various risk factors. To date, research on the evolution of engineering project risks remains scarce, and further exploration is warranted in subsequent studies.",国外学者率先意识到，建设工程项目通常具有复杂性、环境多变性、专业技术性等方面的特点，各类风险因素随着时间的推移不断变化，传统的静态风险管理体系已无法满足风险的预防和管控的高效率需求，因此有学者指出风险管理是一个动态循环的过程，其演化内在规律是进行风险预防和管控的前提，并提出了风险的动态化管理，倡导基于项目的全生命周期视角，全面梳理其风险因素，系统地进行项目风险管理[30]。学者 Jaafari A[3]-32] 提出，应将风险管理方法与技术贯穿于项目全生命周期各个阶段的风险管理过程中。Guo B H Y 等[3]基于建筑全过程安全的角度，构建了 SD 仿真模型，重点探索建筑安全管理全过程的动态复杂性和各种风险因素之间的交互性。目前为止，国外针对工程项目风险演化方面的研究极少，后续还有待进一步探索。,工程,Old Community Sponge Renovation Risk Study
"国外的城市雨洪管理研究和实践始于 20 世纪 50 年代，历经近半个世纪的发展，大致经历了三个阶段：水量控制期（20 世纪 50-70 年代）、水质治理期（20 世纪 80 年代）和可持续综合管理期（20 世纪 90 年代）。在此过程中，包括美国、英国、澳大利亚、加拿大、新西兰、日本等国家在内，逐渐形成了相对完善的城市雨洪管理体系。为应对雨水径流污染控制问题，美国环境保护局率先提出了最佳管理实践（Best Management Practices, BMPs），其后，马里兰州环境资源署在 1990 年末又提出了低影响开发技术（Low Impact Development, LID），以此作为宏观尺度 BMPs 的补充。经过 20 多年的发展，LID 得到了广泛应用，其他国家也相继发展出自己的技术和理论体系。其中，美国推出了绿色基础设施（Green Infrastructure, GI），英国发展出了可持续城市排水系统理论技术体系（Sustainable Urban Drainage Systems, SUDS），澳大利亚形成了水敏感城市设计（Water Sensitive Urban Design, WSUD），加拿大结合场地设计，形成了最优场地设计和保护性设计，新西兰将其称为低影响城市设计与开发（Low Impact Urban Design and Development, LIUDD），而日本和德国也分别发展出了雨水贮流渗透和分散式雨洪管理技术。","国外较早开展了城市雨洪管理研究和实践，通过对相关文献的梳理发现，国外研究最早始于 20 世纪 50 年代，大致经历了水量控制期(20 世纪 50-70 年代 )、水质治理期(20 世纪 80 年代)以及可持续综合管理期(20 世纪 90 年代)。在此过程中美国、英国、澳大利亚、加拿大、新西兰、日本等国家形成了较为成熟的城市雨洪管理体系。美国环保局在应对雨水径流污染控制问题方面率先提出了最佳管理实践(Best Management Practices, 以下简称 BMPs),随后在面对逐步棘手的雨水径流污染问题上，马里兰州环境资源署于 1990 年末又提出了低影响开发技术(Low Impact Development,以下简称 LID),以此作为宏观尺度 BMPs 的补充[1]。历经 20 多年发展,LID 在其他国家也得以广泛应用，其中在美国逐步出现了绿色基础设施(Green Infrastructure,简称 GI),在英国形成了可持续城市排水系统理论技术体系(Sustainable Urban Drainage Systems,简称 SUDS),在澳大利亚形成了水敏感城市设计(Water Sensitive Urban Design,简称 WSUD),在加拿大有效地结合场地设计，形成了最优场地设计以及保护性设计等，在新西兰被称作为低影响城市设计与开发(Low Impact Urban Design and Development,简称 LIUDD),在日本和德国也分别出现了雨水贮流渗透和分散式雨洪管理。",工程,Old Community Sponge Renovation Risk Study
与发达国家相比，中国在城市更新改造方面的研究起步相对较晚。解放初期，中国逐渐开展了居住区改造工作，但直到改革开放后，中国才开始引进国外的城市更新理论，并随着城市建设的发展不断推进相关研究。通过对国内相关文献的梳理，发现中国老旧小区改造大致经历了三个发展阶段：解放初期至20世纪60年代、20世纪70年代至90年代以及21世纪初期至今。在这些阶段中，形成了多种理论和实践，如表1-2所示。同时，国内专家和学者从治理策略、改造管理、评价等多角度对老旧小区改造进行了深入研究。,与国外发达国家相较，国内对于城市更新改造方面的研究起步较晚。解放初期，国内逐步开展居住区改造工作，但改革开放以后，中国才开始引入国外城市更新理论，城市老旧小区改造相关研究也随着城市建设的发展不断推进。通过对国内相关文献梳理发现，国内老旧小区改造大致经历了三个时期――解放初期至 20 世纪 60 年代、20 世纪 70 年代至 90年代、21 世纪初期至今，形成了众多理论及实践，如下表 1-2 所示。国内专家和学者也对老旧小区改造展开了治理策略、改造管理及评价等多角度研究。,工程,Old Community Sponge Renovation Risk Study
"Although foreign countries have conducted earlier research on urban rain flood management and have richer experience, the study of urban rain flood management risk is still immature. Existing research primarily focuses on risk identification and risk assessment, exploring the risks associated with engineering projects such as green infrastructure, sewage treatment, eco-cities, and low-carbon cities. In terms of risk identification, current research mainly adopts qualitative analysis methods, including field surveys and typical case studies. Olorunkiya et al. (2021) believe that the risks of Low Impact Development (LID) construction and promotion are mainly concentrated in five aspects: institutional, technical, social, economic, and contractual. Benzerra et al. (2022) discovered that the risks of sustainable drainage system management are primarily focused on technical, economic, policy, and social aspects through case analysis. Skorupka (2020) argued that water supply and drainage projects are subject to numerous uncertainties and constructed a risk identification model. Additionally, from the perspective of construction project management, project risks can be divided into those borne by construction units, contractors, and other participants, or categorized into material procurement, quality, schedule, cost, and safety risks. Furthermore, from a life-cycle perspective, risks can be classified into decision-making, design, construction, and operational risks.  In terms of risk assessment, scholars often construct risk evaluation models to quantitatively analyze the impact of various risk factors on urban rain flood management. Damodaram et al. (2021) explored the impact of rainwater systems, green roofs, and permeable pavements on runoff and peak flow through model construction. Thome et al. (2020) used the RDU method to analyze the risks of implementing blue-green infrastructure in Portland, Oregon, and found that technical and socio-political factors are the primary risks. Aisling D. O'Sullivan et al. (2020) adopted a life cycle assessment (LCA) model to quantify the environmental impacts of rainwater collection and treatment, providing sustainable optimization solutions for rainwater management.","虽然国外较早开展城市雨洪管理研究，经验较为丰富，但是对于城市雨洪管理风险的研究还不成熟，已有研究主要聚焦于风险识别和风险评估两个方面，重点探索绿色基础设施、污水治理、生态城市以及低碳城市等工程项目的风险。在风险识别方面，现有研究主要采用实地调研、典型案例分析等方式展开定性分析。Olorunkiyal241认为 LID 建设和推广风险主要集中在制度、技术、社会、经济、合同 5 个方面。Benzerral22¹等通过实际案例分析发现可持续排水系统管理风险主要集中在技术、经济、政策和社会 4个方面。Skorupka[3] 认为给排水工程存在诸多不确定性的风险，构建了风险识别模型。另外，从建设工程项目管理的角度考虑，可以依照利益相关者将项目风险划分为由建设单位、施工单位和其他参建单位承担的风险，也可以依照建设目标将其划分为材料采购、质量、进度、成本和安全风险等，还可以从全生命周期的角度出发，将其划分为决策风险、设计风险、施工风险以及运营风险[2420。在风险评估方面，学者多通过构建风险评价模型来定量分析不同风险因素对城市雨洪管理的影响程度。Damodaram Cl271等通过构建评价模型探索了雨水系统、绿色屋顶和透水铺装等 LID 设施对径流量、洪峰流量的影响。Thome 等[29利用 RDU 方法分析，发现技术和社会政治是俄勒冈州波特兰实施蓝绿基础设施的主要风险。Aisling D. O'Sullivan 等[29]采用了全生命周期评价模型(LCA)量化了雨水收集处理造成的环境影响, 并提供了雨水处理的可持续优化方案。",工程,Old Community Sponge Renovation Risk Study
