input,output,field,paper_name
近年来，我国香港地区在人乳头瘤病毒（HPV）疫苗接种方面取得了显著进展。尽管香港地区的疫苗接种计划需要公民自费接种，但为了增强青少年对HPV疫苗的认识和提高疫苗的接种率，香港家庭计划指导会推出了“青少年HPV疫苗接种计划”，以优惠价格为青少年提供二价和四价HPV疫苗的全程接种。2016年，香港关爱基金推出了“免费子宫颈癌疫苗注射先导计划”，为符合条件的低收入家庭的9-18岁女性提供免费的九价HPV疫苗接种。此外，根据我国的规定，HPV疫苗属于非免疫规划疫苗（第二类疫苗），因此按照疫苗说明书的规定和“知情同意、自愿自费”的原则，对家长或受种者进行科学告知后，为受种者提供及时的疫苗接种服务。当前，针对大学生的疫苗认知与接种行为的研究也逐渐受到关注，相关研究旨在探讨大学生对疫苗的认识、接种意愿以及影响因素等，以期为提高疫苗接种率和防控相关疾病提供参考。,"我国香港地区的 HPV 疫苗接种取得重大进展。香港地区的疫苗接种计划需要公民自费接种，但为了提高青少年对 HPV 疫苗的认识，增加疫苗接种渠道，香港家庭计划指导会推出了""青少年 HPV 疫苗接种计划"",以优惠价格给青少年提供二价和四价 HPV 疫苗的全程接种[40]。2016 年香港关爱基金推出了""免费子宫颈癌疫苗注射先导计划"",为符合条件的来自低收入家庭的 9-18 岁女性提供免费的九价 HPV 疫苗接种[""]。 当前 HPV 疫苗在我国属于非免疫规划疫苗(第二类疫苗),按照疫苗说明书规定和""知情同意、自愿自费""的原则，科学告知家长或受种者后，为受种者及时提供疫苗接种 [20]。 3. 大学生关于疫苗认知与接种的研究现况",医学,HPV Vaccine Awareness Study
基于现有的研究成果，当前的研究主要侧重于浅层的量性研究，仅仅是对学生群体对疫苗的认知和接种现状进行了初步的了解，而未能深入挖掘影响疫苗认知和接种的背景层面因素。同时，也缺乏对知识传播对比的充分考察，以及对深层影响因素的质性研究。与此形成对比，国外的疫苗接种史更加悠久，研究范畴已从个人层面延伸到家庭背景、社会因素等多个方面，不断涌现的质性研究成果为深入探索疫苗接种行为提供了广阔的空间，也为本研究的开展提供了重要的参考。,"从当前现有研究成果来看，当前的研究以量性浅层研究居多，从浅层了解当前的学生群体对疫苗认知及接种现况，未进行其背景层面因素的深度挖掘。缺少知识传播对比、 缺少质性研究等充分挖掘深层影响因素。国外疫苗接种史比中国更加长久，研究层面已从个人层面深入到家庭背景、社会因素等各方面，质性研究成果也不断展现[42-49,为本研究预留了探索的空间。",医学,HPV Vaccine Awareness Study
目前，全球范围内对大学生群体的疫苗接受性研究已经在国内外广泛开展。研究结果表明，国家经济发展水平、性别、专业、种族、宗教信仰、性经历、健康素养以及父母的知识水平等因素都是影响大学生对疫苗认知和接种的关键因素。在经济发达地区，疫苗接种政策往往倾向于将人乳头瘤病毒（HPV）疫苗接种纳入国家免疫规划，这些地区的大学生也更容易接收到相关的健康教育信息。在性别方面，女性通常表现出比男性更强的健康知识，因为前期HPV疫苗主要宣传其预防宫颈癌的作用，因此女性更倾向于接种HPV疫苗。在种族方面，不同种族群体之间存在明显差异，如非裔美国人对宫颈癌的认知不足，这种种族差异在疫苗接种方面也扮演了重要角色。宗教文化在HPV疫苗的接种实施中也起到了重要作用，特别是在中东地区，由于对性的保守，已经明显阻碍了HPV疫苗在该地区的传播。此外，有性经历的大学生群体也表现出更高的自我健康意识和更高的接种意愿。在健康素养方面，医学生和非医学生之间存在明显差异，医学生及接受过健康教育的女性对疫苗的接受度持续上升。父母作为未成年人的主要健康决策者，对于青少年的健康行为产生了深刻的影响，父母的疾病认知度、既往患病经历以及医生的建议等都将影响父母对子女的疫苗接种决策。,"当前疫苗在全球的大规模上市，大学生群体的疫苗接受性研究已在国内外广泛开展 [42-48]。目前的研究结果显示[4],国家经济发展水平、性别、专业、种族、宗教、性经历、 健康素养、父母知识等都是影响大学生疫苗认知和接种的关键因素。在经济发达地区, 其疫苗接种政策倾向于将 HPV 疫苗接种纳入国家免疫规划，并且大学生群体更容易接收到相关的健康教育信息。在性别层面，女性表现出了比男性更强的健康知识(42)因为前期 HPV 疫苗注重于宣传其宫颈癌的预防作用，所以女性更倾向于接种 HPV 疫苗。在于种族方面，黑人与白人之间的差异明显，非裔美国人对宫颈癌的认知存在不足[43],尼泊尔的研究[4]同样显示，种族差异在疫苗接种方面同样扮演了重要角色。宗教文化在 HPV 疫苗的接种实施也存在明显作用，在中东地区因为对性的保守，已经明显阻碍了 HPV 疫苗在地区的传播(5)。并且有性经历大学生群体也表现出了更高的自我健康意识, 有更高的接种意愿(40。健康素养方面，医学生和非医学生间的差异明显，医学生及受过健康教育的女性对于疫苗的接受度持续上升[47]。父母其作为未成年人健康的主要决策者, 对于青少年的健康行为产生深刻的影响，家长对于疾病认知度、既往患病经历、医生的建议等都会影响父母对于子女的疫苗接种决策[48]。",医学,HPV Vaccine Awareness Study
在全球范围内广泛实施的人乳头瘤病毒（HPV）疫苗接种为预防宫颈癌提供了有效的手段。作为这一卫生策略的重要组成部分，中国的女大学生群体吸引了人们对其认知现状、接种意愿以及影响因素的广泛关注。从卫生学和预防医学的角度出发，这一群体不仅是疫苗教育的目标受众，也是疫苗接种的直接受益者，并且在自身的健康决策过程中扮演着关键的决策者角色。因此，本研究旨在通过量化和质性研究的综合方法，对女大学生的HPV相关知识认知状态、影响其接种决策的因素、以及信息传播对其接种意愿的影响等方面进行深入探讨。通过这样的研究，希望为当前中国女大学生的HPV知识水平、宫颈癌预防接种的意愿以及相关教育和公共卫生策略的制定提供重要参考。,其次，在当前 HPV 疫苗在全球各国家广泛落实接种以预防宫颈癌的大背景下，中国女大学生作为当前疫苗接种的重要群体，应引起卫生层面的广泛关注，从大学生视角探讨其认知现况、接种的影响因素。其作为疫苗接种的直接利益相关者，既是当前需要教育的对象，又是当前接种的受益主体，更是自身决策的亲历者和主导者。因此本研究力求突破，从量性与质性两个层面进行其认知现况、影响因素、受知识传播后接种意愿改变与决策行为形成的探讨。以期为当下大学生的 HPV 知识掌握现状、预防接种意愿,医学,HPV Vaccine Awareness Study
"The theory of planned behavior posits that an individual's behavior is influenced by their attitude towards the behavior, subjective norms, perceived behavioral control, and behavioral intention. Attitude refers to the positive or negative feelings an individual holds towards a particular behavior. Subjective norms refer to the social pressure an individual feels to perform or not perform a behavior, which is influenced by the opinions of others who have an impact on the individual's decision-making process. Perceived behavioral control refers to an individual's past experiences and anticipated obstacles, with fewer anticipated obstacles resulting in stronger perceived behavioral control. Behavioral intention is an individual's subjective judgment about performing a particular behavior. Ultimately, behavior refers to the likelihood of an individual taking a specific action.  Research by Li Wei utilized this theory to explore the willingness of parents to vaccinate their middle school-aged children, revealing a generally positive attitude towards vaccination. Other studies have combined the theory of planned behavior with the technology acceptance model to conduct more comprehensive research. The protection motivation theory, which developed from the value expectancy theory and cognitive processing theory, also explores how individuals respond to external influences, including external stimuli, evaluation response processes, and behavioral decision-making. When individuals perceive negative external influences, they enter a coping evaluation process that involves assessing response efficacy, self-efficacy, and response costs. Individuals also consider the costs of time, energy, and money when taking protective measures.  The health belief model is currently being applied to research on health education, which consists of three stages: acquiring knowledge, forming beliefs, and developing behaviors. However, researchers have stopped at the health education stage and have not intervened at a deeper level to influence behavior. The health belief model has been widely applied to research on health behavior change and willingness to participate in health screenings. One study used this theory to analyze the factors influencing university students' intentions to receive vaccinations, finding that vaccine evaluation, perceived susceptibility, perceived barriers, self-efficacy, and cues to action were significant factors influencing vaccination intentions.","(Attitude),指个人对某件事保持的正面或负面的感觉②主观规范(Subjective Norm),指个人对采取某件事所感到的社会压力，在于其它有影响力的人对于个人是否进行某项行为而产牛的影响力。③知觉行为控制(Perceived Behavioral Control),个人过去的经验及预期的阻碍，预期的阻碍越少，则知觉行为控制越强。④行为意向(Behavior Intention), 指个人对于某项事情的主观性判断。⑤行为(Behavior),个人采取某项行动的行为可能性[49]。李薇的研究[0]使用该理论对家长这一群体探讨，显示其对于中学生人群的疫苗接种意愿一般。也有研究结合技术接受模型和计划行为理论而进行综合研究，从更深层面进行诠释[39]。保护动机理论的研究也有在进行相应探讨，保护动机理论[1]是在价值期望理论及认知过程理论中发展起来的，个体对于外在的影响因素进行做出反应，内容包括外在刺激源、评估反应过程和行为决策三部分。当个体感受到外在的负面影响时，将进入应对评估的过程，包含反应效能、自我效能和反应成本三个部分。个体在进行保护性措施时，同时也会考虑时间、精力、金钱等相应的成本[2]。知信行理论当前也在用于健康教育相关研究，该研究分为获取知识、产生信念及形成行为三个阶段，但研究者停止于健康教育阶段，无法在深层次进行行为的干预。健康信念模式当前已广泛应用于健康行为改变和参加健康检测的意愿方面研究，有研究使用该理论进行大学生人群接种行为意图的因素分析，发现疫苗的评价、知觉易感性、知觉障碍、自我效能及行动线索是影响接种意图的重要影响因素[53]。",医学,HPV Vaccine Awareness Study
本研究通过对相关研究结果的综合分析，探讨了女大学生对人乳头瘤病毒（HPV）的认知情况、疫苗接种决策形成过程及其影响因素。进一步深入研究了在知识获取之后，女大学生对疫苗接种的态度变化。通过对女大学生各维度影响因素的详细分析和梳理，本研究旨在揭示促进女大学生群体进行疫苗接种决策的关键因素，进而提高女大学生对疫苗接种的参与率。该研究的成果不仅具有理论意义，还具有实际应用价值，并可带来长期的社会和经济效益。,(3)本研究通过综合研究结果，揭示女大学生对于 HPV 的认知情况、疫苗接种的决策形成过程及影响因素。深入探究在了解知识之后其接种的态度变化，通过对女大学生各维度影响因素的细致梳理及分析，有助于把握女大学生群体进行疫苗接种决策的促进因素，进一步促进女大学生进行疫苗接种，有一定的理论及实际应用价值，也有更长远的社会及经济效益。 x,医学,HPV Vaccine Awareness Study
"This quantitative study built upon existing literature and utilized a culturally adapted questionnaire, which yielded a overall Cronbach's α coefficient of 0.85. The questionnaire encompassed a range of instruments, including a self-designed sociodemographic information scale, an HPV knowledge scale (Cronbach's α = 0.70), a health belief scale (Cronbach's α = 0.83), a vaccine acceptance scale (Cronbach's α = 0.83), and a normative belief scale (Cronbach's α = 0.75). By leveraging knowledge dissemination, the study conducted a pre-post comparison to assess the changes in students' beliefs and intentions to receive the vaccine after acquiring knowledge about HPV and the vaccine. Furthermore, the research delved into the multifaceted relationships between various variables across multiple scales, aiming to identify the influential factors affecting vaccine uptake decisions and ultimately yielding quantitative research findings.","量性研究:研究者在文献研究的基础上，通过梳理及总结前人的研究结果，进而选取的经过文化调试的问卷，其总体 Cronbach's α为 0.85,其包含自制社会人口统计学信息条目、HPV 知识条目 (Cronbach's α 0.70), 健康信念量表 (Cronbach's α 0.83), 疫苗接受人群量表(Cronbach's α 0.83),规范信念量表(Cronbach's α 0.75)进行研究，还通过知识传播进行前后对比研究，进一步评估学生在了解 HPV 及疫苗知识后的信念及接种意愿的变化。深入探究多个量表中多变量对于疫苗接种决策的影响因素，得出量性研究结果。",医学,HPV Vaccine Awareness Study
通过对量性研究和质性研究的结论进行系统的比较、分析和总结，本研究旨在探索量化数据和质性结果之间的联系，实现两者的互补，以扩大研究的广度和深度。这种综合性研究方法能够明确和清晰地揭示女大学生对人乳头瘤病毒（HPV）疫苗的认知现状以及影响其接种行为的各种因素和其相互作用的关系。因此，本研究为深入探索女大学生接种疫苗的有效策略提供了全新的视角，同时新的发现和结论可作为公共卫生决策的重要参考和依据，支持和佐证决策过程。,最后，通过量性研究和质性研究的结论进行比较、分析和总结，在量化的数据和质性的结果中寻求两者的联系，使两者互为补充，扩大研究的广度和深度。此综合性研究可明确和清晰女大学生对 HPV 疫苗的认知现况及影响接种的影响因素及其异同作用关系，从而为当前探究女大学生接种疫苗的有效探索提供全新视角，新的决策过程及影响因素可成为公共决策的支持及资料佐证。,医学,HPV Vaccine Awareness Study
本研究采用质性研究方法，以弥补量性研究的局限性，提高研究结果的可靠性和全面性。通过制定访谈提纲，对接受人乳头瘤病毒（HPV）疫苗接种的学生进行深入访谈，收集和分析他们的经历和看法。研究者通过 Coding 和比较等方法，归纳出反映研究现象的类别和意义关系，旨在揭示新的现象和更深入地理解被访者的需求和期望。研究的目的是探讨当前女大学生在接种HPV疫苗时面临的阻碍因素和促进因素，探索其背后的个人、家庭和社会因素，并分析这些因素之间的关联性。通过质性研究的方法，研究者旨在实现对研究现象的全面理解和各层级因素之间的关联分析。,质性研究:在考虑到量性研究的结果有限，为了提高资料的可靠性及全面性，本研究继续采用以低诠释性的描述性质性研究方法，制定访谈提纲，从HPV 疫苗接种学生主体，对研究资料进行分析、比较及编码，归纳出反映研究现象的类属及意义关系。 以期在真实生动的资料当中发现新的现象，更进一步挖掘其主体期望。探究当前女大学生对于接种 HPV 疫苗存在的阻碍因素及促进因素，寻找其背后存在的个人、家庭、社会层面因素，寻找其间关联性，从而实现各层级归纳及各复杂关系之间的梳理。从研究,医学,HPV Vaccine Awareness Study
本研究采用混合解释性设计（Explanatory Mixed Method Design），这种两阶段的混合方法设计通常遵循先收集和分析量化数据，然后利用质性数据来解释或扩展前一阶段量化结果的框架。这种方法特别适用于解释研究中部分显著或不显著的结果，或者那些与预期假设相矛盾、出人意料的发现等情况。在本研究中，我们首先采用量性调查来分析影响因素，然后通过质性研究来探讨潜在原因。这种方法使得量性和质性数据能够相互补充和丰富，不仅能从多角度认识和描述研究现象，还能深入探讨现象的复杂性，并通过多样化的数据支持研究结果，从而提高研究数据的可靠性和全面性。,"本研究采用混合解释性设计(Explanatory mixed method design),它是一种两阶段的混合方法设计，一般流程是先收集并分析量化资料，质性资料用于解释或扩展前一阶段的量化结果吟，例如研究部分显著或不显著、极端的、与假设相矛盾的和出人意料的结果等情形[54]。本研究使用量性调查进行分析影响因素为先，后续又使用质性研究对潜在原因进行探讨，使两者间资料互相补充，互相丰富。不仅可从行为现象的不同角度去认识和描述研究，还可以深入现象的侧面进行阐述，以不同形式的资料去支持研究结果, 进而提高研究资料的可靠性及全面性。",医学,HPV Vaccine Awareness Study
"Qualitative research is an investigative approach that utilizes the researcher as a primary instrument, leveraging methods such as interviews, observations, and artifact analysis within natural settings to analyze data, explore research subjects, and distill themes. This methodology focuses on garnering interpretive understandings through the observation of linguistic expressions and behaviors during the interactive process between the researcher and the participant. Essentially, it involves the observation, documentation, analysis, and interpretation of a phenomenon's characteristics, attributes, and meanings within a specific context. Currently, descriptive qualitative research, grounded in naturalistic inquiry philosophy, serves as a research method aimed at elucidating individuals' superficial, overt experiences. The correct application of descriptive qualitative research can provide referenceable evidence for clinical interventions, scoring, needs assessments, scale development, and surveys, among other applications, with notable advantages in mixed-methods research contexts.",质性研究(Qualitative study)是以研究者本人为工具，在自然情境下通过访谈法、 观察法及实物分析等进行资料分析、对研究对象进行探究及提炼主题，在于访谈者互动过程中观察语言表述及行为获得解释性理解。是对某种现象在特定情境下的方式、特征及涵义进行观察、记录、分析及解释的过程[55]。目前描述性质性研究是一种基于自然主义质询哲学基础的研究方法，用来表述个人表面的、明显的体验[69。正确使用描述性质性研究当前可为临床干预、评分、需求评估、间卷开发及调查等提供可参考的依据，其在混合型研究当中的优势明显[57]。,医学,HPV Vaccine Awareness Study
本研究采用描述性质性研究的方法，特指采用目的抽样法，通过部署低中度结构化的开放性问题，对特定事件进行观察，以个人或小组询问的方式进行数据收集。资料分析方面，采用传统内容分析法，以深入探讨女大学生对于人乳头瘤病毒（HPV）的认知影响因素、HPV疫苗接种中的个人、家庭、社会间阻碍及促进因素，并就其生活经历与周围情境对决策的影响关系进行讨论。通过这种方式，研究旨在更真实地反映参与者的经历和体验，进而阐明研究的本质和意义。,"描述性质性研究取样策略采用目的抽样法，通过低中度结构化开放性问题，以个人或小组询问的方式观察特定的事件，通过内容分析进行资料分析[59。本研究采用描述性质性研究方法(Descriptive qualitative research)的传统内容分析法(Conventional content analvsis),分析女大学生对于 HPV 的认知影响因素，影响 HPV 疫苗接种存在的广泛个人、家庭、社会间的阻碍及促进因素，通过探讨其生活中各要素间与周围情境对于其决定的关系，以参加者真实经历和体验为研究目的，进而明确研究的本质和含义[9]。",医学,HPV Vaccine Awareness Study
量性研究（Quantitative research）是一种从特定的研究角度出发，通过系统性的数据采集和统计分析，旨在建立不同变量之间的相互关系以验证研究者的初步假设。其主要目标在于预测和证实，尤其适用于对宏观层面的大范围数据进行调查和分析。通过描述性研究，量性研究旨在检测和验证各变量之间的关系和因果变化，以此来检验研究者提出的理论假设，并进而论证研究结果的有效性和相关性。量性研究广泛应用于实验研究和社会现象的因素分析，通过使用标准化的研究工具和程序进行数据采集和分析，以建立不同变量之间的相关关系，进而进行相关的理论论证和模型构建。这种研究方法强调数据的客观性和分析的严谨性，旨在为研究问题提供可靠的证据和结论。,"量性研究(Quantitative research)是从特定的角度出发，通过数据的采集和分析, 建立不同变量间的相互关系以验证自己的原先猜想，其目的在于预测及证实，适用于宏观层面的大范围数据调查与分析，通过描述研究以检测和验证各变量之间的关系及因果变化，以验证研究者理论假设，进而论证研究结果的存在关系。量性研究可用于实验研究及社会现象的各种相关因素分析，通过标准化的研究工具和程序进行数据采集及分析, 建立不同变量间的相关关系，进而进行相关理论论证。",医学,HPV Vaccine Awareness Study
"健康信念模式（Health Belief Model, HBM）是由Hochbaum于1958年提出的一种用于解释健康行为和健康信念的理论框架。经过社会心理学家的多次修订和完善，该理论已成为预测和解释健康行为的重要理论基础。当前，健康信念模式广泛应用于预防性健康行为和健康教育的实践中。它以心理学为基础，融合了需要动机理论、认知理论和价值期望理论，系统地分析了影响健康行为的各种社会心理因素。尤其强调了个体主观心理过程的重要性，包括期望、思维、推理、态度和信念等方面。健康信念模式的主要内容可以分为三个核心部分：第一，健康信念；第二，行为意向；第三，行为制约因素。这一理论框架为我们理解和改善健康行为提供了一个更加全面和深入的视角。","健康信念模式(Health belief model, HBM)在 1958 年由 Hochbaum 研究健康行为和健康信念提出，该理论经过社会心理学家的多次修订后形成健康行为相关的重要理论[0]。 该理论当前已广泛应用于预测人们预防性健康行为与实行健康教育[6]4²]。其以心理学为基础，由需要动机理论、认知理论和价值期望理论综合而成(63)。从社会心理学角度分析影响健康行为的各种因素，强调个体主观心理过程，如期望、思维、推理、态度、信念等。主要内容由三部分组成:1健康信念 ②行为意向 3行为制约因素。",医学,HPV Vaccine Awareness Study
"The concept of efficacy expectation refers to an individual's confidence in their ability to execute or refrain from executing a specific behavior, also known as self-efficacy. It entails a person's accurate assessment and judgment of their behavioral capabilities, accompanied by the conviction that they can successfully undertake an action that leads to a desired outcome through diligent effort. A crucial aspect of self-efficacy lies in its role when an individual recognizes that adopting a particular course of action will be met with obstacles. In such scenarios, possessing the confidence and determination to overcome these hurdles is essential for the successful completion of the action.",(3)效能期待。指对自己实施或放弃某种行为的能力的自信，也称自我效能 (Self-efficacy)。即一个人对自己的行为能力有正确的评价和判断，相信自己一定能通过努力成功地采取一个导致期望结果的行动。自我效能的重要作用在于当认识到采取某种行动会面临障碍时，需要有克服障碍的信心和意志，才能完成这种行动[9]。,医学,HPV Vaccine Awareness Study
"It is essential to acknowledge the potential difficulties that may be encountered when adopting a behavior. The recognition of these challenges can be categorized into two primary aspects: perceived benefits and perceived barriers. Perceived benefits refer to the individual's understanding of the advantages of adopting or abandoning a particular behavior, including its potential to reduce the risk of disease, alleviate symptoms, and mitigate the social impact of the disease. Only when individuals recognize the effectiveness of their actions will they be motivated to take proactive steps. On the other hand, perceived barriers involve the recognition of obstacles that may hinder the adoption of a behavior, such as excessive costs, potential discomfort, or conflicts with daily schedules. Having a thorough understanding of the potential difficulties associated with adopting a behavior is a necessary prerequisite for consolidating and sustaining that behavior.",认识到采取行为可能遇到的困难。①对行为益处的认识(Perceived benefits); 指人们对于实施或放弃某种行为后，能否有效降低疾病的危险性或减轻疾病后果的判断，包括减缓病痛，减少疾病产生的社会影响等。只有当人们认识到自己的行为有效时，才会自觉地采取行动。②对实施或放弃行为障碍的认识(Perceived barriers):指人们对采取该行动的困难的认识。如花费太大、可能带来痛苦、与目常生活的时间安排有冲突等。对采取行动可能遇到的困难具有足够的认识，是使行为巩固、持久的必要前提[0]。,医学,HPV Vaccine Awareness Study
认识到某种疾病或危险因素的威胁是采取健康行为的关键因素，该条件包含两个重要方面：一是对疾病易感性的认识（Perceived susceptibility），指个体对自己患某疾病或陷入某种疾病状态的可能性的认识，包括对医务人员判断的接受程度和自己对疾病发生、复发可能性的主观判断。在这种情况下，知觉到易感性越大，个体就越有可能采取健康行为。二是对疾病严重性的认识（Perceived seriousness），指个体对患某疾病的严重性评价，包括对疾病引起的临床后果（如痛苦、疼痛、伤残、死亡等）和社会后果（如工作困扰、失业、家庭和社会关系受影响等）的判断。只有当个体对疾病严重性有中等程度的认知时，才能够有效地促进其采纳健康行为。一旦个体认识到疾病的易感性和严重性，就会感到疾病对自身的威胁（Perceived threat），从而激励其放弃不健康行为，转向采取健康行为。,"(1)知觉到某种疾病或危险因素的威胁。此条件包括 2 方面:Ω对疾病易感性的认识(Perceived susceptibility): 指个体对自己屠患某疾病或陷入某种疾病状态的可能性的认识，包括对医务人员所做的判断的接受程度及自己对疾病发生、复发可能性的判断等。 知觉到易感性越大，采取健康行为的可能性就越大。②对疾病严重性的认识(Perceived seriousness):指个体对罹患某疾病的严重性的看法，包括人们对疾病引起的临床后果(如痛苦、疼痛、伤残、死亡等)的判断以及对疾病引起的社会后果(如工作烦恼、失业、家庭和社会关系受影响等)的判断。只有对疾病的严重性具有中等程度的判断，才能够促进个体采纳健康行为。当个体认识到疾病的易感性和严重性之后，会感到疾病对自身的威胁(Perceived threat),从而促使其摒弃不健康的行为，采取健康的行为。",医学,HPV Vaccine Awareness Study
本研究借鉴健康信念模型理论，该模型的三个主要组成部分（即易感性、重视性和自我效能）与本研究目的较为吻合。通过该模型，可以研究个体对疾病的易感性以及中间变量对其行为的影响，进而分析知识传播前后对疫苗接种意愿的影响。此外，本研究旨在分析影响女大学生群体认知和行为的因素，特别是探讨通过哪些关键措施可以改变他们对人乳头瘤病毒（HPV）疫苗的认知和行为，从而推动疫苗的接种率。,因为健康信念模型的三个部分与本研究较为吻合，可研究个体对疾病的易感性、向时中间拟有进一步修正各种变量的变量，最后有可对比知识传播前后的疫苗接种意愿。 本研究借鉴健康信念模式理论，分析影响女大学生群体认知及接种 HPV 疫苗的影响因素及进一步可能做出改变其行为的关键措施。,医学,HPV Vaccine Awareness Study
"Quantitative research employs numerical data to gather information, often utilizing validated scales to collect count and measurement data. It leverages a combination of demographic information, questionnaires, and scales to collect data. In the natural sciences, studies are frequently divided into experimental and observational groups. The data collection process emphasizes controlling for bias, and the presentation of research findings often relies on formulas and data processing software. Currently, various quantitative research methods, including pre-study and observational research, are widely applied in natural sciences, social sciences, and clinical trials, with methodologies and methods continually being refined. Additionally, numerous surveys have been conducted to investigate domestic and international awareness of HPV and acceptance of the HPV vaccine, but the results are fragmented and do not fully address issues such as validity and reliability. Moreover, there is a lack of comparison between knowledge acquisition before and after the surveys, warranting further exploration.","量性研究以数字资料获取信息，常采用经过信效度检验的量表进行计数资料、计量资料的收集，综合运用一般人口学资料、问券、量表等进行数据收集，其常在自然科学领域分为试验组、观察组等不同组别进行研究，资料收集的过程中注重偏倚的控制，其研究结果的呈现也通常借助公式及数据处理软件等。当前于预性研究、观察性研究等多种量性研究方法广泛应用于自然科学、社会科学、临床试验研究之中，方法论及方法学也趋于不断完善。并且已有较多的问卷关于探究国内外 HPV 知晓度和 HPV 疫苗接受度的调查[6],但呈现的结果较为零散，未完全展现信效度等问题，尚缺少知识获取前后差异对比，值得进一步探索。",医学,HPV Vaccine Awareness Study
本研究采用 convenience sampling 方式，通过口头宣讲研究目的和方法，邀请学生自愿参加研究。参与者通过手机端扫描二维码，使用网络平台进行在线数据收集。首先，参与者需要填写人口学信息和量表，然后阅读疫苗信息宣传知识单，并接受研究人员的资料讲解。随后，参与者需要重复填写相同的量表。在填写过程中，如果遇到敏感问题，研究人员将提前进行解释和说明，确保参与者了解此次研究仅用于学术目的，所有资料均为匿名收集，且无须担心资料泄露。在问卷结束后，参与者将获得一份礼物作为感谢。,"抽取学生课堂空隙时间，通过口头宣讲研究目的，自愿参加本研究者作为研究对象, 收集资料方式通过手机端扫描二维码，用间卷星软件现场在线收集。第一份人口学条目及量表被研究者答完，大学生将阅读疫苗信息宣传知识单并由研究者进行资料讲解，后再进行相同重复量表的填写。在填写中遇到较为敏感条目，在研究前讲解及解释该资料均为学术研究使用，且为无记名资料收集，无须有资料泄露的担忧，在问卷结束后给予礼物赠送。",医学,HPV Vaccine Awareness Study
本研究采用 Excel 2010 进行数据录入，并利用 SPSS 25.0 软件进行数据的统计学处理。在数据分析过程中，采用均数和标准差来进行一般描述性资料的分析。同时，使用配对秩和检验来比较信息传播前后的差异，使用单因素分析来比较多组间的差异。为了分析 HPV 知识条目、健康信念量表、疫苗接受人群量表以及规范信念量表之间的相关性，本研究采用了 Pearson 相关性分析法。另外，采用多元线性回归分析来探究影响因素。所有分析中，设置 P<0.05 作为统计学意义的差异检验标准。,应用 Excel 2010 进行数据录入，应用 SPSS 25.0 进行数据统计学数据处理。使用均数=标准差对一般描述性资料进行分析，使用配对秩和检验进行信息传播前后比较，单因素分析比较多组间差异，采用 Pearson 相关性分析法分析 HPV 知识条目、健康信念量表、疫苗接受人群量表、规范信念量表相关性，采用多元线性回归进行影响因素分析。 以 P<0.05 差异有统计学意义。,医学,HPV Vaccine Awareness Study
"This study aimed to assess the change in knowledge, beliefs, and willingness to receive the HPV vaccine among female university students after providing them with information about the vaccine. A total of 29 items were administered twice, once before and once after the provision of information, to compare the changes in responses. The Health Belief Scale consisted of 8 items to evaluate the students' perceived susceptibility, benefits, and self-efficacy in preventing genital warts and cervical cancer. The Vaccine Intention Scale included 7 items, targeting women, individuals with multiple sexual partners, and smokers. The Norm Belief Scale consisted of 4 items, assessing who would influence the participants' decision to receive the vaccine. The final item inquired about the participants' willingness to receive the vaccine. Based on the original authors' definitions, the 9 HPV knowledge items were categorized into three types (yes, unknown, and no), scored as 3, 2, and 1, respectively. The remaining 20 items used a 5-point Likert scale, ranging from strongly agree to strongly disagree, scored from 1 to 5. This study evaluated the changes in the students' beliefs and intention to receive the HPV vaccine after acquiring knowledge about the vaccine. For more details, please refer to Appendix 1.","HPV 疫苗的知识单后，再重复进行 29 项条目的填写，以对比前后的填写的变化。健康信念量表包含了 8 项条目进行女大学生的危险感知，观点及自我知识感知、预防生殖器疣及宫颈癌的意愿。疫苗接种人群量表包含了 7 项条目，其包括女性人群、多性伴侣者、 吸烟者人群。规范信念量表包含 4项条目，包含了参与者在谁的推荐下会进行疫苗接种。 最后 1 项包含填写者是否愿意接受疫苗接种。按照原作者对条目的定义进行选项赋值, 9 项 HPV 知识了解条目分为是、不知道、不是 3 种类型，赋值为分别为 3、2、1。其余 20 项的分级采用 Likert5 级分级，分型从非常同意、同意、无意见、不同意、十分不同意，赋值分别为 1-5, 评估女大学生在了解 HPV 及疫苗知识后的信念及接种意愿的变化。详细情况见附录 1。",医学,HPV Vaccine Awareness Study
"Prior to initiating the investigation, researchers explicitly outline the purpose, significance, methodology, and requirements of the study to the participants. The informed consent form is carefully reviewed by the participants, and their consent is obtained before proceeding with the investigation. Participants are assured of their right to withdraw from the study at any point without any repercussions. All responses are collected anonymously to maintain the confidentiality of the participants' personal information. The collected data are subsequently retrieved and analyzed. It is emphasized that the gathered information will be solely utilized for academic research purposes, and no related materials will be disclosed.",调查前向研究者阐述本研究的目的、意义、方法及要求，调查对象仔细阅读知情同意，征得对方同意后进行调查。研究者可中途退出而对研究无影响。所有研究均匿名填写，不泄露填写者个人信息，而后进行信息回收。强调收集资料均只用于学术研究，不泄露相关资料。,医学,HPV Vaccine Awareness Study
